source,run,config_id,data,feature_set,seed,split_seed,split_strategy,train_max_samples,n_train_full,n_train_used,n_val,n_test,epochs,name,hidden_dims,batch_size,lr,dropout,weight_decay,embed_dim_cap,n_params,best_val_epoch,train_mse,val_mse,test_mse,train_rmse,val_rmse,test_rmse,train_mdape,val_mdape,test_mdape,train_acc_pct,val_acc_pct,test_acc_pct,train_mse_last,val_mse_last,test_mse_last,train_rmse_last,val_rmse_last,test_rmse_last,train_mdape_last,val_mdape_last,test_mdape_last,train_acc_pct_last,val_acc_pct_last,test_acc_pct_last,seconds
sweep_deep_test,205,0736f14bdd,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big5,"1024,512,256,128,64",8192,0.001,0.2,0.0005,32,915457,8,0.8440969317626953,0.9335311966036804,1.8122523533751673,0.9187474798673982,0.9661941816237979,1.3461992249942678,0.39138057827949524,0.39336344599723816,0.39516517519950867,60.861942172050476,60.663655400276184,60.48348248004913,0.9898457861328125,1.0648831047424991,1.6885371008822054,0.9949099387044098,1.0319317345360104,1.299437224679286,0.476065069437027,0.47677189111709595,0.4751160442829132,52.3934930562973,52.322810888290405,52.48839557170868,21.56
sweep_deep_test,206,e1d50a737d,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,deep6,"1024,512,512,256,128,64",2048,0.003,0.05,0.0005,64,1291993,4,0.963953046875,1.0016013424470602,1.1604825624960802,0.9818111054958586,1.0008003509427144,1.0772569621478805,0.5512611865997314,0.5506888628005981,0.5517292618751526,44.873881340026855,44.931113719940186,44.82707381248474,2.0219467456054687,2.054622943152867,2.078061146161431,1.4219517381421456,1.4333955989721983,1.4415481768437124,0.742699384689331,0.7435500621795654,0.7435316443443298,25.730061531066895,25.644993782043457,25.646835565567017,26.39
sweep_deep_test,207,c98888754b,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,deep6,"1024,512,512,256,128,64",1024,0.002,0.1,0.0,64,1291993,5,0.2346908187866211,0.2707886664972589,0.3024143276412374,0.4844489847100736,0.5203735835890009,0.5499221105222424,0.26511216163635254,0.2693862020969391,0.2674523591995239,73.48878383636475,73.06137979030609,73.25476408004761,0.27148570404052735,0.2995379410221319,0.3087319824817601,0.5210429003839582,0.5473005947576998,0.5556365561063815,0.3192088305950165,0.3223031759262085,0.3218111991882324,68.07911694049835,67.76968240737915,67.81888008117676,28.61
sweep_deep_test,208,1c80a65796,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big5,"1024,512,256,128,64",8192,0.0015,0.2,1e-05,64,1029337,9,0.48447152587890624,0.5339511580032807,0.8314575426686712,0.696039888137818,0.7307196165447324,0.9118429375000232,0.3531672954559326,0.3520740866661072,0.3528147339820862,64.68327045440674,64.79259133338928,64.71852660179138,0.670056474609375,0.7194145250358183,0.9555321683106395,0.818569773818564,0.8481830728302813,0.9775132573579959,0.42282670736312866,0.4237842857837677,0.42413330078125,57.717329263687134,57.62157142162323,57.586669921875,21.09
sweep_deep_test,209,9f47950cf9,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big5,"1024,512,256,128,64",8192,0.003,0.2,0.0001,64,1029337,7,0.3740629284667969,0.4243850598273966,0.5134568984139815,0.6116068414159516,0.6514484322088715,0.7165590683355989,0.33773618936538696,0.3400770425796509,0.34095779061317444,66.2263810634613,65.99229574203491,65.90422093868256,0.6526303088378906,0.6969092829632118,0.7456588535859627,0.80785537618926,0.8348109264756971,0.8635154043709716,0.48056498169898987,0.48211872577667236,0.4821639060974121,51.94350183010101,51.788127422332764,51.78360939025879,21.29
sweep_deep_test,210,a401fd05d8,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big4,"1024,512,256,128",4096,0.003,0.05,1e-06,64,1021145,10,0.23098271484375,0.27638461629714034,0.32209187997917305,0.48060661131922644,0.5257229463292813,0.5675313911839354,0.25458434224128723,0.25512006878852844,0.25385746359825134,74.54156577587128,74.48799312114716,74.61425364017487,0.23098271484375,0.27638461629714034,0.32209187997917305,0.48060661131922644,0.5257229463292813,0.5675313911839354,0.25458434224128723,0.25512006878852844,0.25385746359825134,74.54156577587128,74.48799312114716,74.61425364017487,21.29
sweep_deep_test,211,79d9fecd22,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,huge4,"2048,1024,512,256",2048,0.004,0.0,0.0,128,3192025,7,0.3139721789550781,0.30658597992633746,0.3156406354526703,0.5603322041031357,0.5537020678364291,0.5618190415540134,0.3395731747150421,0.33768606185913086,0.33844229578971863,66.04268252849579,66.23139381408691,66.15577042102814,0.314203076171875,0.3068095831389405,0.3159763294925577,0.56053820224127,0.5539039475747943,0.5621177185363914,0.3373015224933624,0.33461326360702515,0.3360145390033722,66.26984775066376,66.53867363929749,66.39854609966278,32.03
sweep_deep_test,212,1e7b93bcf9,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big5,"1024,512,256,128,64",1024,0.004,0.2,0.001,64,1029337,2,7.125238359375,7.129500931909501,8.032133963818081,2.6693142114361508,2.6701125316940297,2.8341019677876944,0.9242072701454163,0.9239764213562012,0.9245923757553101,7.579272985458374,7.602357864379883,7.540762424468994,9.90281197265625,9.91288386117584,9.929406813137613,3.1468733645725644,3.148473258767786,3.1510961288316186,0.9555908441543579,0.9556000232696533,0.9557794332504272,4.440915584564209,4.439997673034668,4.422056674957275,23.87
sweep_deep_test,213,cb149e41dd,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big4,"1024,512,256,128",4096,0.004,0.0,1e-06,64,1021145,10,0.1372696597290039,0.16750604813490924,0.17391758651980085,0.3704992034121044,0.4092750274997355,0.41703427499403556,0.21059738099575043,0.21699824929237366,0.21575230360031128,78.94026190042496,78.30017507076263,78.42476963996887,0.1372696597290039,0.16750604813490924,0.17391758651980085,0.3704992034121044,0.4092750274997355,0.41703427499403556,0.21059738099575043,0.21699824929237366,0.21575230360031128,78.94026190042496,78.30017507076263,78.42476963996887,17.82
sweep_deep_test,214,f9fa9f02bd,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,deep4,"512,256,128,64",2048,0.004,0.1,1e-06,32,351233,9,0.16408241180419922,0.1994410442324266,0.2080333392002575,0.40507087256947916,0.44658822670601894,0.4561067190913301,0.24108350276947021,0.2469213604927063,0.24620671570301056,75.89164972305298,75.30786395072937,75.37932842969894,0.17256231872558594,0.20442476695675038,0.21446167767971624,0.4154062093007108,0.45213357203015836,0.4631000730724583,0.23779679834842682,0.24213621020317078,0.24159708619117737,76.22032016515732,75.78637897968292,75.84029138088226,14.33
sweep_deep_test,215,9b427736b4,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,big4,"1024,512,256,128",4096,0.002,0.0,1e-06,32,907265,10,0.19788532104492187,0.2506058866709285,0.2735873631190158,0.4448430296688056,0.5006055200164382,0.5230557935048763,0.23883184790611267,0.24158772826194763,0.24104441702365875,76.11681520938873,75.84122717380524,75.89555829763412,0.19788532104492187,0.2506058866709285,0.2735873631190158,0.4448430296688056,0.5006055200164382,0.5230557935048763,0.23883184790611267,0.24158772826194763,0.24104441702365875,76.11681520938873,75.84122717380524,75.89555829763412,18.53
sweep_deep_test,216,1bdf5a0972,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,deep6,"1024,512,512,256,128,64",2048,0.004,0.1,0.0005,128,1291993,4,0.6158290087890625,0.6537389670290358,0.6750517420790535,0.7847477357654895,0.8085412587054762,0.8216153248808432,0.4463980197906494,0.44828861951828003,0.4486822187900543,55.36019802093506,55.171138048172,55.13177812099457,4.309737353515625,4.352806038653361,4.361173697684385,2.0759906920590048,2.08633794929138,2.0883423324934984,0.8687030673027039,0.8694264888763428,0.8694174885749817,13.129693269729614,13.057351112365723,13.058251142501831,26.61
sweep_deep_test,217,650a82a10f,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,deep4,"512,256,128,64",1024,0.001,0.0,1e-05,64,451801,10,0.15591978057861328,0.18888758840008948,0.22472363915487548,0.3948667883965595,0.4346119975335351,0.4740502496095487,0.22196601331233978,0.2254909723997116,0.22478751838207245,77.80339866876602,77.45090276002884,77.52124816179276,0.15591978057861328,0.18888758840008948,0.22472363915487548,0.3948667883965595,0.4346119975335351,0.4740502496095487,0.22196601331233978,0.2254909723997116,0.22478751838207245,77.80339866876602,77.45090276002884,77.52124816179276,15.18
sweep_deep_test,218,35094600bb,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,10,wide3,"1024,1024,512",8192,0.002,0.1,0.0001,32,1793025,8,0.4784280993652344,0.5638336803295624,0.7989723174092708,0.6916849711864748,0.7508885938203899,0.8938525143496945,0.3316396176815033,0.3326891362667084,0.33169451355934143,66.83603823184967,66.73108637332916,66.83054864406586,0.49541009521484375,0.5681639732157789,0.6622604296962106,0.7038537456139903,0.7537665243401162,0.8137938496303659,0.3752620220184326,0.3752707839012146,0.37604907155036926,62.47379779815674,62.47292160987854,62.395092844963074,25.84
