Test-focused sweep: runs=10000 / candidates=77616 (epochs=3, split_strategy=random, seed=42, split=70/15/15, train_max_samples=50000)
[420/10000] small3 hidden=128,64,32                bs=4096 lr=0.004  do=0.05 wd=0.0005 test_rmse=1.6112  test_acc=16.92%  (3.05s)
[421/10000] base2  hidden=256,128                  bs=4096 lr=0.0015 do=0.02 wd=1e-06  test_rmse=1.9377  test_acc=0.00%  (3.09s)
[422/10000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.1  wd=1e-06  test_rmse=1.9203  test_acc=16.30%  (2.84s)
[423/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0005 do=0.0  wd=1e-05  test_rmse=5.4817  test_acc=0.00%  (4.73s)
[424/10000] wide2  hidden=512,256                  bs=8192 lr=0.0007 do=0.05 wd=1e-06  test_rmse=4.2872  test_acc=0.00%  (3.82s)
[425/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0007 do=0.0  wd=0.005  test_rmse=5.6598  test_acc=0.00%  (3.66s)
[426/10000] wide2  hidden=512,256                  bs=8192 lr=0.0003 do=0.1  wd=1e-05  test_rmse=7.2399  test_acc=0.08%  (3.73s)
[427/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0005 do=0.3  wd=0.0005 test_rmse=12.6788  test_acc=0.00%  (2.91s)
[428/10000] wide3  hidden=512,256,128              bs=4096 lr=0.002  do=0.0  wd=0.001  test_rmse=1.1490  test_acc=54.99%  (3.42s)
[429/10000] base3  hidden=256,128,64               bs=2048 lr=0.0015 do=0.2  wd=0.001  test_rmse=1.1354  test_acc=60.58%  (3.08s)
[430/10000] wide2  hidden=512,256                  bs=2048 lr=0.0003 do=0.15 wd=0.005  test_rmse=2.6072  test_acc=26.24%  (3.44s)
[431/10000] big3   hidden=1024,512,256             bs=4096 lr=0.004  do=0.3  wd=1e-06  test_rmse=1.0393  test_acc=45.22%  (5.45s)
[432/10000] small2 hidden=128,64                   bs=2048 lr=0.001  do=0.15 wd=1e-05  test_rmse=2.2717  test_acc=13.27%  (2.33s)
[433/10000] base2  hidden=256,128                  bs=4096 lr=0.0025 do=0.2  wd=1e-06  test_rmse=1.4909  test_acc=45.23%  (3.26s)
[434/10000] base3  hidden=256,128,64               bs=8192 lr=0.001  do=0.15 wd=1e-06  test_rmse=5.3435  test_acc=0.00%  (3.39s)
[435/10000] wide3  hidden=512,256,128              bs=4096 lr=0.003  do=0.05 wd=0.0005 test_rmse=1.6703  test_acc=27.59%  (4.02s)
[436/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0005 do=0.15 wd=0.005  test_rmse=12.7947  test_acc=0.00%  (3.09s)
[437/10000] small3 hidden=128,64,32                bs=4096 lr=0.0007 do=0.1  wd=1e-05  test_rmse=5.0737  test_acc=0.02%  (3.31s)
[438/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.001  do=0.1  wd=0.0001 test_rmse=0.9929  test_acc=69.17%  (5.66s)
[439/10000] wide2  hidden=512,256                  bs=4096 lr=0.0005 do=0.1  wd=0.0001 test_rmse=2.1645  test_acc=26.81%  (3.78s)
[440/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0015 do=0.2  wd=0.001  test_rmse=0.9262  test_acc=68.67%  (3.57s)
[441/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0007 do=0.1  wd=0.0005 test_rmse=1.2086  test_acc=68.46%  (5.65s)
[442/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0007 do=0.0  wd=1e-06  test_rmse=1.1632  test_acc=64.31%  (3.15s)
[443/10000] small2 hidden=128,64                   bs=4096 lr=0.0005 do=0.05 wd=1e-05  test_rmse=7.0766  test_acc=0.09%  (3.04s)
[444/10000] big3   hidden=1024,512,256             bs=8192 lr=0.0025 do=0.0  wd=0.0    test_rmse=1.8547  test_acc=0.00%  (4.63s)
[445/10000] small2 hidden=128,64                   bs=8192 lr=0.0003 do=0.1  wd=0.0001 test_rmse=12.0301  test_acc=0.00%  (2.95s)
[446/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0015 do=0.15 wd=0.001  test_rmse=2.7193  test_acc=0.00%  (3.99s)
[447/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0005 do=0.3  wd=1e-06  test_rmse=1.5025  test_acc=47.56%  (5.87s)
[448/10000] small3 hidden=128,64,32                bs=1024 lr=0.002  do=0.2  wd=0.005  test_rmse=0.9253  test_acc=62.16%  (2.57s)
[449/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.1  wd=1e-05  test_rmse=1.4082  test_acc=44.78%  (5.77s)
[450/10000] small2 hidden=128,64                   bs=2048 lr=0.002  do=0.1  wd=1e-05  test_rmse=1.1646  test_acc=57.84%  (2.62s)
[451/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0007 do=0.2  wd=1e-06  test_rmse=3.3667  test_acc=0.00%  (8.07s)
[452/10000] wide2  hidden=512,256                  bs=4096 lr=0.0003 do=0.2  wd=0.005  test_rmse=2.9956  test_acc=3.26%  (5.46s)
[453/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.3  wd=0.005  test_rmse=1.3141  test_acc=64.71%  (7.91s)
[454/10000] big3   hidden=1024,512,256             bs=1024 lr=0.0015 do=0.0  wd=1e-05  test_rmse=0.5656  test_acc=74.00%  (6.63s)
[455/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0007 do=0.3  wd=1e-06  test_rmse=1.2248  test_acc=63.38%  (4.73s)
[456/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0007 do=0.3  wd=1e-06  test_rmse=2.9158  test_acc=17.16%  (6.16s)
[457/10000] small3 hidden=128,64,32                bs=1024 lr=0.0003 do=0.05 wd=1e-05  test_rmse=2.1717  test_acc=15.58%  (2.71s)
[458/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.002  do=0.1  wd=0.005  test_rmse=1.2979  test_acc=47.19%  (4.0s)
[459/10000] wide3  hidden=512,256,128              bs=4096 lr=0.001  do=0.15 wd=0.005  test_rmse=1.9984  test_acc=0.00%  (4.29s)
[460/10000] tiny2  hidden=64,32                    bs=2048 lr=0.001  do=0.05 wd=1e-06  test_rmse=3.0477  test_acc=5.66%  (2.82s)
[461/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.002  do=0.2  wd=0.0001 test_rmse=1.1906  test_acc=59.12%  (6.11s)
[462/10000] wide3  hidden=512,256,128              bs=1024 lr=0.003  do=0.1  wd=1e-05  test_rmse=0.5985  test_acc=73.40%  (3.67s)
[463/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0007 do=0.02 wd=1e-06  test_rmse=1.8976  test_acc=31.99%  (6.16s)
[464/10000] small3 hidden=128,64,32                bs=4096 lr=0.0005 do=0.2  wd=1e-06  test_rmse=8.8169  test_acc=0.01%  (2.94s)
[465/10000] tiny2  hidden=64,32                    bs=2048 lr=0.001  do=0.1  wd=0.0001 test_rmse=3.0430  test_acc=6.08%  (2.28s)
[466/10000] small3 hidden=128,64,32                bs=1024 lr=0.003  do=0.02 wd=1e-05  test_rmse=0.6431  test_acc=72.99%  (2.74s)
[467/10000] base3  hidden=256,128,64               bs=2048 lr=0.0003 do=0.3  wd=0.001  test_rmse=2.4625  test_acc=17.50%  (2.96s)
[468/10000] small3 hidden=128,64,32                bs=2048 lr=0.003  do=0.1  wd=0.0001 test_rmse=1.1375  test_acc=60.96%  (2.72s)
[469/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.004  do=0.2  wd=0.0005 test_rmse=0.5767  test_acc=70.03%  (4.2s)
[470/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.0007 do=0.2  wd=0.005  test_rmse=0.9225  test_acc=64.22%  (5.96s)
[471/10000] big3   hidden=1024,512,256             bs=4096 lr=0.003  do=0.2  wd=1e-05  test_rmse=2.2207  test_acc=23.02%  (5.55s)
[472/10000] wide2  hidden=512,256                  bs=4096 lr=0.0003 do=0.2  wd=0.0005 test_rmse=3.4587  test_acc=0.00%  (3.9s)
[473/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.05 wd=1e-05  test_rmse=1.4167  test_acc=41.26%  (5.5s)
[474/10000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.1  wd=1e-05  test_rmse=2.1840  test_acc=0.00%  (4.0s)
[475/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0005 do=0.0  wd=0.0    test_rmse=12.6897  test_acc=0.00%  (3.17s)
[476/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.001  do=0.1  wd=0.005  test_rmse=1.0793  test_acc=65.66%  (4.12s)
[477/10000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.3  wd=0.005  test_rmse=0.7811  test_acc=69.84%  (2.8s)
[478/10000] base3  hidden=256,128,64               bs=8192 lr=0.0025 do=0.02 wd=0.0    test_rmse=2.6410  test_acc=6.44%  (3.65s)
[479/10000] tiny2  hidden=64,32                    bs=1024 lr=0.0007 do=0.1  wd=0.0001 test_rmse=1.9400  test_acc=24.63%  (2.32s)
[480/10000] wide3  hidden=512,256,128              bs=4096 lr=0.004  do=0.0  wd=0.0001 test_rmse=1.0411  test_acc=49.64%  (4.01s)
[481/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.15 wd=0.005  test_rmse=1.3798  test_acc=59.78%  (3.83s)
[482/10000] small3 hidden=128,64,32                bs=1024 lr=0.0003 do=0.05 wd=1e-05  test_rmse=2.2787  test_acc=9.42%  (2.64s)
[483/10000] big3   hidden=1024,512,256             bs=8192 lr=0.0007 do=0.15 wd=0.005  test_rmse=2.6413  test_acc=0.00%  (5.65s)
[484/10000] wide2  hidden=512,256                  bs=8192 lr=0.0007 do=0.02 wd=0.0005 test_rmse=3.4981  test_acc=0.91%  (4.21s)
[485/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0015 do=0.2  wd=0.0    test_rmse=2.4306  test_acc=7.90%  (4.24s)
[486/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.004  do=0.1  wd=0.005  test_rmse=1.6391  test_acc=21.98%  (4.24s)
[487/10000] small3 hidden=128,64,32                bs=1024 lr=0.0007 do=0.15 wd=0.0005 test_rmse=1.1397  test_acc=63.56%  (2.38s)
[488/10000] wide3  hidden=512,256,128              bs=1024 lr=0.001  do=0.0  wd=1e-06  test_rmse=0.8612  test_acc=72.11%  (3.28s)
[489/10000] small3 hidden=128,64,32                bs=1024 lr=0.0003 do=0.05 wd=0.0001 test_rmse=2.2787  test_acc=9.42%  (2.61s)
[490/10000] wide2  hidden=512,256                  bs=1024 lr=0.001  do=0.3  wd=0.001  test_rmse=1.1140  test_acc=70.55%  (3.33s)
[491/10000] base2  hidden=256,128                  bs=4096 lr=0.0015 do=0.2  wd=0.001  test_rmse=1.8878  test_acc=0.00%  (3.13s)
[492/10000] base3  hidden=256,128,64               bs=8192 lr=0.0003 do=0.0  wd=0.005  test_rmse=11.9185  test_acc=0.00%  (3.43s)
[493/10000] tiny2  hidden=64,32                    bs=2048 lr=0.002  do=0.15 wd=0.0001 test_rmse=1.5374  test_acc=37.47%  (2.49s)
[494/10000] tiny2  hidden=64,32                    bs=8192 lr=0.002  do=0.2  wd=0.001  test_rmse=6.2122  test_acc=0.24%  (3.08s)
[495/10000] base3  hidden=256,128,64               bs=4096 lr=0.0005 do=0.15 wd=1e-05  test_rmse=4.2343  test_acc=0.00%  (3.16s)
[496/10000] big3   hidden=1024,512,256             bs=1024 lr=0.0025 do=0.3  wd=1e-06  test_rmse=0.5188  test_acc=73.74%  (5.08s)
[497/10000] base3  hidden=256,128,64               bs=4096 lr=0.0007 do=0.1  wd=1e-05  test_rmse=2.3494  test_acc=18.08%  (3.19s)
[498/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0005 do=0.05 wd=1e-06  test_rmse=1.6273  test_acc=52.34%  (5.69s)
[499/10000] base3  hidden=256,128,64               bs=2048 lr=0.0025 do=0.0  wd=1e-06  test_rmse=0.7284  test_acc=62.51%  (2.84s)
[500/10000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.2  wd=0.0005 test_rmse=1.4171  test_acc=0.00%  (3.35s)
[501/10000] base2  hidden=256,128                  bs=4096 lr=0.0025 do=0.0  wd=1e-05  test_rmse=1.4341  test_acc=48.38%  (3.08s)
[502/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0025 do=0.05 wd=0.0    test_rmse=0.5685  test_acc=73.87%  (5.81s)
[503/10000] wide2  hidden=512,256                  bs=4096 lr=0.0025 do=0.15 wd=0.0    test_rmse=1.8552  test_acc=48.43%  (3.62s)
[504/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.0005 do=0.15 wd=1e-06  test_rmse=0.9970  test_acc=70.70%  (5.97s)
[505/10000] tiny2  hidden=64,32                    bs=4096 lr=0.0003 do=0.1  wd=0.005  test_rmse=12.5549  test_acc=0.00%  (2.76s)
[506/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0003 do=0.2  wd=0.0005 test_rmse=1.9688  test_acc=27.37%  (5.91s)
[507/10000] base3  hidden=256,128,64               bs=1024 lr=0.0015 do=0.3  wd=0.0005 test_rmse=1.0436  test_acc=67.12%  (3.16s)
[508/10000] wide3  hidden=512,256,128              bs=2048 lr=0.001  do=0.15 wd=1e-06  test_rmse=1.1229  test_acc=67.21%  (3.55s)
[509/10000] big3   hidden=1024,512,256             bs=4096 lr=0.004  do=0.15 wd=1e-06  test_rmse=1.0127  test_acc=48.13%  (5.52s)
[510/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0007 do=0.2  wd=0.001  test_rmse=1.7110  test_acc=45.81%  (6.02s)
[511/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0003 do=0.0  wd=0.0005 test_rmse=10.2802  test_acc=0.00%  (4.98s)
[512/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.001  do=0.02 wd=0.0001 test_rmse=1.7562  test_acc=45.94%  (5.84s)
[513/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0005 do=0.15 wd=0.001  test_rmse=4.6354  test_acc=1.83%  (4.02s)
[514/10000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.1  wd=0.005  test_rmse=1.0080  test_acc=63.29%  (2.4s)
[515/10000] small3 hidden=128,64,32                bs=1024 lr=0.004  do=0.0  wd=0.0005 test_rmse=0.7852  test_acc=68.28%  (2.45s)
[516/10000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.05 wd=0.0001 test_rmse=2.6651  test_acc=17.29%  (5.45s)
[517/10000] small2 hidden=128,64                   bs=1024 lr=0.0007 do=0.15 wd=0.0    test_rmse=1.2469  test_acc=55.83%  (2.4s)
[518/10000] wide2  hidden=512,256                  bs=1024 lr=0.0015 do=0.15 wd=1e-06  test_rmse=0.7728  test_acc=73.63%  (3.29s)
[519/10000] wide2  hidden=512,256                  bs=4096 lr=0.0025 do=0.1  wd=0.0005 test_rmse=1.1390  test_acc=27.05%  (3.68s)
[520/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0003 do=0.0  wd=0.005  test_rmse=3.5730  test_acc=0.00%  (3.43s)
[521/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.001  do=0.05 wd=0.0    test_rmse=0.8436  test_acc=66.22%  (5.45s)
[522/10000] tiny2  hidden=64,32                    bs=2048 lr=0.0003 do=0.02 wd=1e-06  test_rmse=9.8707  test_acc=0.01%  (2.33s)
[523/10000] small3 hidden=128,64,32                bs=2048 lr=0.0003 do=0.2  wd=0.005  test_rmse=4.8278  test_acc=0.53%  (2.48s)
[524/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.003  do=0.1  wd=0.0001 test_rmse=0.5935  test_acc=74.26%  (5.48s)
[525/10000] tiny2  hidden=64,32                    bs=2048 lr=0.004  do=0.3  wd=0.001  test_rmse=1.3541  test_acc=47.15%  (2.23s)
[526/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.004  do=0.2  wd=1e-05  test_rmse=0.5543  test_acc=73.50%  (5.45s)
[527/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0007 do=0.1  wd=0.0    test_rmse=1.5594  test_acc=51.64%  (5.65s)
[528/10000] big3   hidden=1024,512,256             bs=4096 lr=0.001  do=0.15 wd=0.0    test_rmse=2.2434  test_acc=23.63%  (5.32s)
[529/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.001  do=0.02 wd=1e-05  test_rmse=1.4365  test_acc=18.32%  (5.69s)
[530/10000] small2 hidden=128,64                   bs=1024 lr=0.0015 do=0.3  wd=0.005  test_rmse=1.2878  test_acc=61.18%  (2.28s)
[531/10000] base3  hidden=256,128,64               bs=8192 lr=0.0003 do=0.0  wd=1e-05  test_rmse=12.3758  test_acc=0.00%  (3.02s)
[532/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.2  wd=1e-05  test_rmse=4.2795  test_acc=0.00%  (3.96s)
[533/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0015 do=0.3  wd=0.005  test_rmse=0.7813  test_acc=74.09%  (3.54s)
[534/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0003 do=0.05 wd=0.0001 test_rmse=11.1591  test_acc=0.00%  (4.01s)
[535/10000] big3   hidden=1024,512,256             bs=2048 lr=0.004  do=0.0  wd=0.005  test_rmse=0.5404  test_acc=74.76%  (4.33s)
[536/10000] wide2  hidden=512,256                  bs=8192 lr=0.0025 do=0.1  wd=0.0001 test_rmse=1.7937  test_acc=15.67%  (3.67s)
[537/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.001  do=0.02 wd=0.0001 test_rmse=1.0807  test_acc=59.41%  (5.56s)
[538/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0005 do=0.0  wd=0.0005 test_rmse=2.5659  test_acc=0.00%  (4.81s)
[539/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0025 do=0.3  wd=1e-05  test_rmse=1.1808  test_acc=48.37%  (3.94s)
[540/10000] wide3  hidden=512,256,128              bs=8192 lr=0.003  do=0.05 wd=0.001  test_rmse=1.9811  test_acc=32.36%  (3.92s)
[541/10000] base2  hidden=256,128                  bs=2048 lr=0.0015 do=0.15 wd=0.0005 test_rmse=0.9685  test_acc=63.12%  (2.7s)
[542/10000] tiny2  hidden=64,32                    bs=4096 lr=0.004  do=0.0  wd=0.0    test_rmse=2.0987  test_acc=0.00%  (2.69s)
[543/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.6424  test_acc=71.76%  (5.44s)
[544/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0007 do=0.1  wd=1e-06  test_rmse=1.4671  test_acc=50.65%  (5.27s)
[545/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.2  wd=0.0001 test_rmse=2.6809  test_acc=23.74%  (5.57s)
[546/10000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.15 wd=1e-06  test_rmse=1.0808  test_acc=65.20%  (2.35s)
[547/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.003  do=0.2  wd=1e-06  test_rmse=6.3806  test_acc=0.33%  (5.64s)
[548/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0007 do=0.3  wd=0.0001 test_rmse=2.0775  test_acc=32.06%  (5.7s)
[549/10000] wide2  hidden=512,256                  bs=1024 lr=0.0015 do=0.05 wd=0.005  test_rmse=0.7249  test_acc=74.33%  (3.27s)
[550/10000] small2 hidden=128,64                   bs=8192 lr=0.0007 do=0.02 wd=0.0    test_rmse=11.7741  test_acc=0.00%  (2.95s)
[551/10000] base3  hidden=256,128,64               bs=4096 lr=0.002  do=0.15 wd=0.001  test_rmse=1.8530  test_acc=29.40%  (3.12s)
[552/10000] base3  hidden=256,128,64               bs=1024 lr=0.0005 do=0.0  wd=0.005  test_rmse=0.9860  test_acc=65.14%  (2.55s)
[553/10000] base3  hidden=256,128,64               bs=1024 lr=0.001  do=0.02 wd=1e-06  test_rmse=1.2573  test_acc=63.57%  (2.72s)
[554/10000] base3  hidden=256,128,64               bs=2048 lr=0.0007 do=0.3  wd=0.0    test_rmse=1.2480  test_acc=53.78%  (2.79s)
[555/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0025 do=0.0  wd=0.0001 test_rmse=0.6171  test_acc=72.12%  (2.99s)
[556/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0007 do=0.02 wd=0.005  test_rmse=0.8681  test_acc=68.32%  (5.54s)
[557/10000] wide2  hidden=512,256                  bs=4096 lr=0.003  do=0.2  wd=0.0    test_rmse=1.2866  test_acc=42.89%  (3.66s)
[558/10000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.3  wd=0.0005 test_rmse=9.0320  test_acc=0.01%  (3.17s)
[559/10000] wide2  hidden=512,256                  bs=8192 lr=0.0007 do=0.2  wd=0.005  test_rmse=4.4723  test_acc=0.00%  (3.72s)
[560/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0015 do=0.0  wd=0.001  test_rmse=1.5395  test_acc=43.51%  (4.78s)
[561/10000] wide2  hidden=512,256                  bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.4972  test_acc=75.28%  (3.19s)
[562/10000] small2 hidden=128,64                   bs=2048 lr=0.004  do=0.0  wd=0.0    test_rmse=1.0194  test_acc=53.34%  (2.26s)
[563/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.0015 do=0.1  wd=0.0001 test_rmse=0.7445  test_acc=72.80%  (5.69s)
[564/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0025 do=0.1  wd=1e-05  test_rmse=0.6317  test_acc=74.07%  (3.76s)
[565/10000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.02 wd=0.0005 test_rmse=2.5480  test_acc=13.13%  (5.51s)
[566/10000] small2 hidden=128,64                   bs=8192 lr=0.003  do=0.1  wd=1e-05  test_rmse=3.4977  test_acc=3.69%  (3.02s)
[567/10000] small2 hidden=128,64                   bs=8192 lr=0.0003 do=0.0  wd=0.005  test_rmse=12.3135  test_acc=0.00%  (2.9s)
[568/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0007 do=0.02 wd=1e-06  test_rmse=4.0988  test_acc=1.80%  (5.77s)
[569/10000] base3  hidden=256,128,64               bs=4096 lr=0.003  do=0.15 wd=1e-06  test_rmse=1.3324  test_acc=39.26%  (3.2s)
[570/10000] base2  hidden=256,128                  bs=1024 lr=0.0005 do=0.15 wd=0.001  test_rmse=1.8008  test_acc=38.23%  (2.52s)
[571/10000] wide3  hidden=512,256,128              bs=4096 lr=0.002  do=0.02 wd=0.0    test_rmse=1.7326  test_acc=0.00%  (3.78s)
[572/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0015 do=0.3  wd=0.0    test_rmse=2.4073  test_acc=8.40%  (3.93s)
[573/10000] big3   hidden=1024,512,256             bs=4096 lr=0.0005 do=0.2  wd=0.0001 test_rmse=2.8206  test_acc=5.56%  (5.31s)
[574/10000] small3 hidden=128,64,32                bs=4096 lr=0.0005 do=0.05 wd=0.0005 test_rmse=7.7201  test_acc=0.05%  (2.93s)
[575/10000] base2  hidden=256,128                  bs=2048 lr=0.002  do=0.1  wd=0.001  test_rmse=0.8532  test_acc=67.04%  (2.67s)
[576/10000] small2 hidden=128,64                   bs=2048 lr=0.0007 do=0.0  wd=0.0001 test_rmse=2.5303  test_acc=8.14%  (2.33s)
[577/10000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.1  wd=0.0001 test_rmse=11.3042  test_acc=0.00%  (2.98s)
[578/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0007 do=0.1  wd=0.0001 test_rmse=1.9245  test_acc=40.84%  (5.33s)
[579/10000] small3 hidden=128,64,32                bs=2048 lr=0.0007 do=0.05 wd=1e-05  test_rmse=2.4328  test_acc=6.36%  (2.45s)
[580/10000] base3  hidden=256,128,64               bs=2048 lr=0.002  do=0.0  wd=1e-05  test_rmse=0.7873  test_acc=68.47%  (2.66s)
[581/10000] small3 hidden=128,64,32                bs=8192 lr=0.0007 do=0.15 wd=1e-05  test_rmse=10.9962  test_acc=0.00%  (3.02s)
[582/10000] wide2  hidden=512,256                  bs=2048 lr=0.003  do=0.02 wd=0.005  test_rmse=1.0315  test_acc=67.42%  (3.14s)
[583/10000] base2  hidden=256,128                  bs=8192 lr=0.004  do=0.3  wd=0.005  test_rmse=2.3067  test_acc=0.00%  (3.19s)
[584/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0005 do=0.2  wd=0.0001 test_rmse=1.4403  test_acc=51.97%  (5.45s)
[585/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0007 do=0.15 wd=0.0001 test_rmse=4.0125  test_acc=0.00%  (5.71s)
[586/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.003  do=0.2  wd=0.0005 test_rmse=1.5338  test_acc=31.94%  (5.76s)
[587/10000] base3  hidden=256,128,64               bs=8192 lr=0.002  do=0.1  wd=0.005  test_rmse=3.7934  test_acc=2.60%  (3.31s)
[588/10000] big3   hidden=1024,512,256             bs=1024 lr=0.004  do=0.02 wd=1e-05  test_rmse=0.4659  test_acc=75.84%  (5.24s)
[589/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0003 do=0.05 wd=0.0    test_rmse=1.1827  test_acc=70.75%  (5.52s)
[590/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.004  do=0.15 wd=0.0005 test_rmse=0.9476  test_acc=55.73%  (3.93s)
[591/10000] wide2  hidden=512,256                  bs=1024 lr=0.0005 do=0.15 wd=0.0    test_rmse=1.4021  test_acc=63.17%  (3.19s)
[592/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0005 do=0.05 wd=0.0    test_rmse=6.1515  test_acc=0.00%  (5.65s)
[593/10000] base2  hidden=256,128                  bs=2048 lr=0.002  do=0.2  wd=1e-06  test_rmse=1.4415  test_acc=59.36%  (2.56s)
[594/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0007 do=0.02 wd=0.001  test_rmse=1.9643  test_acc=48.17%  (3.45s)
[595/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.2  wd=1e-06  test_rmse=1.7216  test_acc=61.50%  (3.39s)
[596/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0007 do=0.0  wd=1e-05  test_rmse=1.2439  test_acc=47.80%  (4.55s)
[597/10000] small3 hidden=128,64,32                bs=8192 lr=0.0003 do=0.0  wd=0.001  test_rmse=12.8412  test_acc=0.00%  (2.96s)
[598/10000] wide3  hidden=512,256,128              bs=2048 lr=0.001  do=0.3  wd=0.005  test_rmse=1.1835  test_acc=64.71%  (3.47s)
[599/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.1  wd=1e-06  test_rmse=2.5115  test_acc=0.00%  (5.62s)
[600/10000] wide3  hidden=512,256,128              bs=4096 lr=0.002  do=0.3  wd=0.001  test_rmse=1.7190  test_acc=0.00%  (3.8s)
[601/10000] wide2  hidden=512,256                  bs=8192 lr=0.0005 do=0.02 wd=0.0001 test_rmse=3.5841  test_acc=0.35%  (3.76s)
[602/10000] tiny2  hidden=64,32                    bs=2048 lr=0.0015 do=0.0  wd=0.001  test_rmse=2.0478  test_acc=16.69%  (2.27s)
[603/10000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.02 wd=0.0001 test_rmse=9.9573  test_acc=0.00%  (3.27s)
