Test-focused sweep: runs=1000 / candidates=3360 (epochs=3, split_strategy=random, seed=42, split=70/15/15, train_max_samples=50000)
[373/1000] big3   hidden=1024,512,256             bs=4096 lr=0.001  do=0.1  wd=0.0001 test_rmse=1.7428  test_acc=0.00%  (6.91s)
[374/1000] deep3  hidden=512,256,128              bs=2048 lr=0.002  do=0.1  wd=0.001  test_rmse=0.8920  test_acc=70.67%  (4.92s)
[375/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.05 wd=0.0    test_rmse=0.5180  test_acc=74.78%  (7.68s)
[376/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.9579  test_acc=0.00%  (5.0s)
[377/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.003  do=0.0  wd=0.001  test_rmse=1.2933  test_acc=32.45%  (4.72s)
[378/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.0  wd=0.0    test_rmse=2.5112  test_acc=0.00%  (5.82s)
[379/1000] small2 hidden=128,64                   bs=8192 lr=0.003  do=0.1  wd=0.0001 test_rmse=3.1269  test_acc=5.37%  (3.74s)
[380/1000] big3   hidden=1024,512,256             bs=2048 lr=0.002  do=0.0  wd=0.0    test_rmse=0.7977  test_acc=67.10%  (5.95s)
[381/1000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.0  wd=0.001  test_rmse=1.0752  test_acc=57.49%  (3.12s)
[382/1000] wide2  hidden=512,256                  bs=1024 lr=0.004  do=0.0  wd=0.0    test_rmse=0.4535  test_acc=76.95%  (4.15s)
[383/1000] wide2  hidden=512,256                  bs=2048 lr=0.003  do=0.1  wd=0.001  test_rmse=0.7461  test_acc=73.66%  (4.43s)
[384/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.05 wd=0.0    test_rmse=2.0535  test_acc=0.00%  (5.06s)
[385/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.05 wd=0.0001 test_rmse=2.0535  test_acc=0.00%  (5.06s)
[386/1000] small2 hidden=128,64                   bs=8192 lr=0.001  do=0.1  wd=0.0001 test_rmse=7.3380  test_acc=0.09%  (3.74s)
[387/1000] deep3  hidden=512,256,128              bs=4096 lr=0.003  do=0.0  wd=0.0    test_rmse=1.6763  test_acc=27.17%  (4.44s)
[388/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.004  do=0.1  wd=0.001  test_rmse=0.5435  test_acc=74.50%  (7.1s)
[389/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.001  do=0.2  wd=0.0    test_rmse=0.7942  test_acc=71.66%  (8.05s)
[390/1000] big3   hidden=1024,512,256             bs=1024 lr=0.002  do=0.0  wd=0.001  test_rmse=0.5246  test_acc=74.78%  (6.42s)
[391/1000] small2 hidden=128,64                   bs=4096 lr=0.003  do=0.2  wd=0.001  test_rmse=1.5876  test_acc=24.92%  (3.57s)
[392/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.1  wd=0.0    test_rmse=3.2097  test_acc=6.85%  (5.13s)
[393/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.002  do=0.05 wd=0.0    test_rmse=2.3507  test_acc=18.24%  (6.89s)
[394/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.05 wd=0.0    test_rmse=0.5546  test_acc=75.14%  (4.1s)
[395/1000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.0  wd=0.001  test_rmse=1.2523  test_acc=50.80%  (2.44s)
[396/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.0  wd=0.0    test_rmse=0.7087  test_acc=70.95%  (4.48s)
[397/1000] base2  hidden=256,128                  bs=8192 lr=0.002  do=0.2  wd=0.001  test_rmse=2.7134  test_acc=8.68%  (3.18s)
[398/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.0  wd=0.0001 test_rmse=0.7969  test_acc=73.05%  (2.45s)
[399/1000] base2  hidden=256,128                  bs=1024 lr=0.001  do=0.1  wd=0.001  test_rmse=1.0092  test_acc=68.04%  (2.57s)
[400/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.2  wd=0.0    test_rmse=1.0396  test_acc=70.27%  (5.5s)
[401/1000] big3   hidden=1024,512,256             bs=2048 lr=0.002  do=0.1  wd=0.0    test_rmse=0.7760  test_acc=67.54%  (5.31s)
[402/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.0  wd=0.0    test_rmse=0.5933  test_acc=74.42%  (2.48s)
[403/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.001  do=0.0  wd=0.001  test_rmse=0.8307  test_acc=70.66%  (3.44s)
[404/1000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.1  wd=0.0001 test_rmse=2.4471  test_acc=6.20%  (5.44s)
[405/1000] big3   hidden=1024,512,256             bs=8192 lr=0.001  do=0.2  wd=0.001  test_rmse=2.4102  test_acc=0.00%  (5.51s)
[406/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.004  do=0.2  wd=0.0001 test_rmse=1.5915  test_acc=38.51%  (4.06s)
[407/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.004  do=0.05 wd=0.001  test_rmse=0.5034  test_acc=74.62%  (4.12s)
[408/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.1  wd=0.0    test_rmse=0.5380  test_acc=75.48%  (3.83s)
[409/1000] small2 hidden=128,64                   bs=1024 lr=0.004  do=0.0  wd=0.0001 test_rmse=0.6343  test_acc=72.85%  (2.33s)
[410/1000] small2 hidden=128,64                   bs=2048 lr=0.0005 do=0.0  wd=0.0001 test_rmse=3.3296  test_acc=1.05%  (2.42s)
[411/1000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.0  wd=0.001  test_rmse=0.6985  test_acc=72.17%  (2.31s)
[412/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.002  do=0.2  wd=0.0001 test_rmse=2.9924  test_acc=0.00%  (3.99s)
[413/1000] wide2  hidden=512,256                  bs=8192 lr=0.003  do=0.2  wd=0.0    test_rmse=1.8380  test_acc=0.00%  (3.74s)
[414/1000] deep3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.05 wd=0.001  test_rmse=1.3216  test_acc=67.48%  (3.72s)
[415/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.1  wd=0.0001 test_rmse=2.5115  test_acc=0.00%  (5.66s)
[416/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.004  do=0.0  wd=0.0001 test_rmse=0.4621  test_acc=74.84%  (4.97s)
[417/1000] wide2  hidden=512,256                  bs=1024 lr=0.004  do=0.2  wd=0.0    test_rmse=0.4958  test_acc=75.40%  (3.48s)
[418/1000] wide2  hidden=512,256                  bs=1024 lr=0.001  do=0.2  wd=0.001  test_rmse=1.0864  test_acc=71.23%  (3.4s)
[419/1000] base2  hidden=256,128                  bs=8192 lr=0.003  do=0.0  wd=0.001  test_rmse=2.1634  test_acc=16.89%  (2.99s)
[420/1000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.1  wd=0.0001 test_rmse=9.0839  test_acc=0.01%  (3.2s)
[421/1000] small2 hidden=128,64                   bs=4096 lr=0.0005 do=0.1  wd=0.001  test_rmse=7.3014  test_acc=0.09%  (2.84s)
[422/1000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.1  wd=0.001  test_rmse=1.4370  test_acc=0.00%  (3.15s)
[423/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0005 do=0.1  wd=0.001  test_rmse=1.0373  test_acc=71.76%  (6.1s)
[424/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.002  do=0.1  wd=0.0    test_rmse=1.1327  test_acc=58.49%  (5.72s)
[425/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.05 wd=0.0    test_rmse=3.1193  test_acc=0.00%  (5.63s)
[426/1000] deep3  hidden=512,256,128              bs=8192 lr=0.002  do=0.0  wd=0.001  test_rmse=2.9057  test_acc=0.00%  (3.49s)
[427/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.003  do=0.1  wd=0.0    test_rmse=0.9208  test_acc=70.23%  (3.72s)
[428/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.002  do=0.1  wd=0.0001 test_rmse=1.2976  test_acc=47.21%  (4.05s)
[429/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0005 do=0.1  wd=0.0    test_rmse=2.0411  test_acc=32.96%  (5.65s)
[430/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.2  wd=0.0    test_rmse=0.6043  test_acc=73.24%  (3.64s)
[431/1000] deep3  hidden=512,256,128              bs=8192 lr=0.002  do=0.1  wd=0.0    test_rmse=2.2011  test_acc=14.07%  (3.88s)
[432/1000] small2 hidden=128,64                   bs=4096 lr=0.001  do=0.05 wd=0.0001 test_rmse=3.3455  test_acc=0.00%  (2.82s)
[433/1000] big3   hidden=1024,512,256             bs=2048 lr=0.003  do=0.0  wd=0.0    test_rmse=0.7516  test_acc=64.64%  (4.54s)
[434/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.0  wd=0.0    test_rmse=1.0528  test_acc=58.67%  (4.66s)
[435/1000] wide2  hidden=512,256                  bs=8192 lr=0.003  do=0.2  wd=0.0    test_rmse=2.9186  test_acc=0.00%  (3.66s)
[436/1000] deep3  hidden=512,256,128              bs=4096 lr=0.0005 do=0.2  wd=0.0001 test_rmse=2.9091  test_acc=9.66%  (3.78s)
[437/1000] small2 hidden=128,64                   bs=4096 lr=0.0005 do=0.05 wd=0.0    test_rmse=7.3148  test_acc=0.09%  (2.82s)
[438/1000] base2  hidden=256,128                  bs=1024 lr=0.001  do=0.2  wd=0.001  test_rmse=1.0239  test_acc=68.25%  (2.66s)
[439/1000] wide2  hidden=512,256                  bs=4096 lr=0.003  do=0.1  wd=0.001  test_rmse=1.2356  test_acc=45.27%  (3.63s)
[440/1000] wide2  hidden=512,256                  bs=4096 lr=0.001  do=0.1  wd=0.001  test_rmse=1.7828  test_acc=0.00%  (3.66s)
[441/1000] deep3  hidden=512,256,128              bs=8192 lr=0.003  do=0.0  wd=0.001  test_rmse=1.9084  test_acc=0.00%  (3.42s)
[442/1000] big3   hidden=1024,512,256             bs=2048 lr=0.0005 do=0.0  wd=0.001  test_rmse=1.3696  test_acc=52.64%  (4.58s)
[443/1000] deep3  hidden=512,256,128              bs=2048 lr=0.004  do=0.0  wd=0.001  test_rmse=0.6997  test_acc=70.84%  (3.12s)
[444/1000] wide2  hidden=512,256                  bs=1024 lr=0.002  do=0.2  wd=0.001  test_rmse=0.7086  test_acc=72.89%  (3.2s)
[445/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.2  wd=0.0001 test_rmse=1.2671  test_acc=35.04%  (3.65s)
[446/1000] wide2  hidden=512,256                  bs=8192 lr=0.002  do=0.2  wd=0.001  test_rmse=1.7271  test_acc=33.19%  (3.67s)
[447/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.1  wd=0.0001 test_rmse=3.2096  test_acc=6.85%  (4.02s)
[448/1000] deep3  hidden=512,256,128              bs=8192 lr=0.001  do=0.0  wd=0.0001 test_rmse=3.3428  test_acc=3.97%  (3.67s)
[449/1000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.5092  test_acc=74.13%  (5.61s)
[450/1000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.2  wd=0.0    test_rmse=1.9144  test_acc=17.41%  (2.73s)
[451/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.001  do=0.2  wd=0.0    test_rmse=1.9007  test_acc=31.44%  (3.98s)
[452/1000] big3   hidden=1024,512,256             bs=1024 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.0082  test_acc=71.69%  (5.62s)
[453/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.001  do=0.1  wd=0.0    test_rmse=1.3924  test_acc=64.20%  (3.76s)
[454/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.05 wd=0.001  test_rmse=1.6594  test_acc=36.81%  (3.66s)
[455/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.2823  test_acc=29.88%  (4.01s)
[456/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.0  wd=0.0    test_rmse=1.2205  test_acc=34.38%  (3.27s)
[457/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.002  do=0.2  wd=0.0    test_rmse=0.8506  test_acc=70.72%  (3.91s)
[458/1000] big3   hidden=1024,512,256             bs=4096 lr=0.0005 do=0.1  wd=0.001  test_rmse=2.2110  test_acc=0.00%  (5.4s)
[459/1000] small2 hidden=128,64                   bs=4096 lr=0.004  do=0.05 wd=0.0    test_rmse=1.5372  test_acc=41.96%  (2.8s)
[460/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.002  do=0.2  wd=0.0    test_rmse=2.8936  test_acc=0.00%  (4.03s)
[461/1000] base2  hidden=256,128                  bs=8192 lr=0.002  do=0.1  wd=0.0    test_rmse=3.2900  test_acc=3.22%  (3.17s)
[462/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.0  wd=0.0001 test_rmse=1.0529  test_acc=58.67%  (4.75s)
[463/1000] wide2  hidden=512,256                  bs=8192 lr=0.0005 do=0.05 wd=0.0001 test_rmse=3.5932  test_acc=0.35%  (3.69s)
[464/1000] small2 hidden=128,64                   bs=1024 lr=0.0005 do=0.1  wd=0.001  test_rmse=1.6420  test_acc=32.24%  (2.47s)
[465/1000] deep3  hidden=512,256,128              bs=1024 lr=0.004  do=0.05 wd=0.0001 test_rmse=0.4954  test_acc=75.29%  (3.68s)
[466/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.004  do=0.05 wd=0.0001 test_rmse=0.4888  test_acc=74.93%  (3.91s)
[467/1000] base2  hidden=256,128                  bs=8192 lr=0.003  do=0.0  wd=0.001  test_rmse=2.5245  test_acc=7.93%  (2.99s)
[468/1000] deep3  hidden=512,256,128              bs=8192 lr=0.004  do=0.1  wd=0.0    test_rmse=3.3007  test_acc=7.02%  (3.89s)
[469/1000] small2 hidden=128,64                   bs=8192 lr=0.003  do=0.2  wd=0.001  test_rmse=3.5602  test_acc=3.36%  (2.94s)
[470/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.004  do=0.05 wd=0.0001 test_rmse=0.4506  test_acc=75.22%  (5.94s)
[471/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.05 wd=0.0    test_rmse=1.5737  test_acc=47.61%  (3.86s)
[472/1000] big3   hidden=1024,512,256             bs=2048 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.7782  test_acc=62.81%  (5.59s)
[473/1000] big3   hidden=1024,512,256             bs=8192 lr=0.001  do=0.1  wd=0.001  test_rmse=2.3624  test_acc=0.00%  (5.48s)
[474/1000] deep3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.05 wd=0.0    test_rmse=1.0382  test_acc=70.64%  (3.79s)
[475/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.2  wd=0.001  test_rmse=1.7066  test_acc=36.58%  (3.62s)
[476/1000] base2  hidden=256,128                  bs=4096 lr=0.003  do=0.1  wd=0.001  test_rmse=1.3960  test_acc=40.44%  (3.08s)
[477/1000] wide2  hidden=512,256                  bs=2048 lr=0.002  do=0.05 wd=0.0001 test_rmse=1.0281  test_acc=64.91%  (3.38s)
[478/1000] deep3  hidden=512,256,128              bs=4096 lr=0.004  do=0.1  wd=0.0    test_rmse=1.0867  test_acc=55.13%  (3.81s)
[479/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0005 do=0.0  wd=0.0    test_rmse=1.6106  test_acc=47.26%  (4.71s)
[480/1000] big3   hidden=1024,512,256             bs=8192 lr=0.001  do=0.05 wd=0.001  test_rmse=2.2838  test_acc=17.74%  (5.43s)
[481/1000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.0756  test_acc=69.51%  (3.82s)
[482/1000] wide2  hidden=512,256                  bs=4096 lr=0.001  do=0.05 wd=0.0    test_rmse=1.7861  test_acc=0.00%  (3.66s)
[483/1000] big4   hidden=1024,512,256,128         bs=1024 lr=0.001  do=0.0  wd=0.001  test_rmse=0.6999  test_acc=74.10%  (5.09s)
[484/1000] big3   hidden=1024,512,256             bs=4096 lr=0.001  do=0.05 wd=0.0001 test_rmse=1.7482  test_acc=0.00%  (5.5s)
[485/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0005 do=0.05 wd=0.0001 test_rmse=1.6273  test_acc=52.34%  (5.76s)
[486/1000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.9203  test_acc=16.30%  (2.83s)
[487/1000] deep3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.05 wd=0.0    test_rmse=1.3217  test_acc=67.47%  (3.65s)
[488/1000] deep3  hidden=512,256,128              bs=2048 lr=0.001  do=0.2  wd=0.001  test_rmse=1.4592  test_acc=55.74%  (3.66s)
[489/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0005 do=0.0  wd=0.001  test_rmse=2.3664  test_acc=33.51%  (4.71s)
[490/1000] deep3  hidden=512,256,128              bs=2048 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.1383  test_acc=66.41%  (3.61s)
[491/1000] base2  hidden=256,128                  bs=8192 lr=0.004  do=0.05 wd=0.001  test_rmse=1.9592  test_acc=0.00%  (3.16s)
[492/1000] wide2  hidden=512,256                  bs=8192 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.9161  test_acc=0.00%  (3.76s)
[493/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.05 wd=0.001  test_rmse=1.6510  test_acc=26.22%  (5.85s)
[494/1000] base2  hidden=256,128                  bs=2048 lr=0.003  do=0.0  wd=0.001  test_rmse=0.7017  test_acc=69.00%  (2.65s)
[495/1000] deep3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.0798  test_acc=70.78%  (3.69s)
[496/1000] small2 hidden=128,64                   bs=2048 lr=0.0005 do=0.0  wd=0.001  test_rmse=3.3297  test_acc=1.05%  (2.45s)
[497/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.1  wd=0.0    test_rmse=0.6350  test_acc=72.98%  (2.7s)
[498/1000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.1  wd=0.001  test_rmse=1.4132  test_acc=64.66%  (3.31s)
[499/1000] wide2  hidden=512,256                  bs=4096 lr=0.003  do=0.1  wd=0.0001 test_rmse=1.2356  test_acc=45.27%  (3.76s)
[500/1000] wide2  hidden=512,256                  bs=4096 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.2945  test_acc=28.07%  (3.59s)
[501/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.004  do=0.1  wd=0.0001 test_rmse=1.0480  test_acc=8.24%  (5.59s)
[502/1000] big3   hidden=1024,512,256             bs=8192 lr=0.0005 do=0.2  wd=0.001  test_rmse=2.8254  test_acc=13.22%  (5.43s)
[503/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.1  wd=0.0001 test_rmse=2.0580  test_acc=35.12%  (5.37s)
[504/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.004  do=0.05 wd=0.001  test_rmse=0.8422  test_acc=49.80%  (5.64s)
[505/1000] base2  hidden=256,128                  bs=8192 lr=0.001  do=0.05 wd=0.0    test_rmse=4.9734  test_acc=0.00%  (3.2s)
[506/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.0  wd=0.001  test_rmse=2.1157  test_acc=0.00%  (3.38s)
[507/1000] big3   hidden=1024,512,256             bs=2048 lr=0.001  do=0.1  wd=0.0    test_rmse=1.0314  test_acc=68.94%  (5.28s)
[508/1000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.2  wd=0.0    test_rmse=1.5454  test_acc=38.96%  (3.69s)
[509/1000] small2 hidden=128,64                   bs=8192 lr=0.004  do=0.2  wd=0.001  test_rmse=2.8342  test_acc=0.16%  (2.9s)
[510/1000] big3   hidden=1024,512,256             bs=1024 lr=0.004  do=0.1  wd=0.001  test_rmse=0.4631  test_acc=75.57%  (5.31s)
[511/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.004  do=0.1  wd=0.001  test_rmse=1.6381  test_acc=22.05%  (4.02s)
[512/1000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.0  wd=0.0001 test_rmse=9.1203  test_acc=0.01%  (2.96s)
[513/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.3342  test_acc=58.96%  (3.74s)
[514/1000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.2  wd=0.0    test_rmse=0.5620  test_acc=73.99%  (2.67s)
[515/1000] deep3  hidden=512,256,128              bs=2048 lr=0.0005 do=0.2  wd=0.0    test_rmse=1.6620  test_acc=55.28%  (3.59s)
[516/1000] deep3  hidden=512,256,128              bs=1024 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.5546  test_acc=75.14%  (3.6s)
[517/1000] small2 hidden=128,64                   bs=4096 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.5870  test_acc=18.35%  (2.82s)
[518/1000] big3   hidden=1024,512,256             bs=8192 lr=0.003  do=0.0  wd=0.0    test_rmse=1.8931  test_acc=42.01%  (4.56s)
[519/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.0  wd=0.0001 test_rmse=3.0522  test_acc=0.00%  (4.76s)
[520/1000] wide2  hidden=512,256                  bs=2048 lr=0.0005 do=0.2  wd=0.0001 test_rmse=1.3191  test_acc=60.88%  (3.34s)
[521/1000] base2  hidden=256,128                  bs=1024 lr=0.0005 do=0.0  wd=0.0    test_rmse=1.2395  test_acc=56.61%  (2.44s)
[522/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.1  wd=0.0001 test_rmse=0.8227  test_acc=65.39%  (5.58s)
[523/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.7969  test_acc=73.05%  (2.43s)
[524/1000] big3   hidden=1024,512,256             bs=2048 lr=0.002  do=0.1  wd=0.0    test_rmse=0.8242  test_acc=67.81%  (5.3s)
[525/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.1  wd=0.0    test_rmse=0.8227  test_acc=65.39%  (5.4s)
[526/1000] deep4  hidden=512,256,128,64           bs=4096 lr=0.001  do=0.1  wd=0.0001 test_rmse=1.8431  test_acc=39.11%  (3.9s)
[527/1000] big3   hidden=1024,512,256             bs=1024 lr=0.002  do=0.1  wd=0.001  test_rmse=0.5450  test_acc=73.03%  (5.56s)
[528/1000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.05 wd=0.0    test_rmse=11.3106  test_acc=0.00%  (2.97s)
[529/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.05 wd=0.0    test_rmse=0.8031  test_acc=70.58%  (3.84s)
[530/1000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.1  wd=0.0001 test_rmse=1.2375  test_acc=35.02%  (3.71s)
[531/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.05 wd=0.0    test_rmse=1.6507  test_acc=26.22%  (5.67s)
[532/1000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.0  wd=0.0001 test_rmse=2.4278  test_acc=6.87%  (4.59s)
[533/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.1  wd=0.001  test_rmse=0.9124  test_acc=63.78%  (5.57s)
[534/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.2  wd=0.0001 test_rmse=1.6517  test_acc=43.94%  (3.93s)
[535/1000] small2 hidden=128,64                   bs=2048 lr=0.003  do=0.1  wd=0.001  test_rmse=0.9012  test_acc=65.23%  (2.55s)
[536/1000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.05 wd=0.0001 test_rmse=0.6083  test_acc=74.18%  (2.85s)
[537/1000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.1  wd=0.0    test_rmse=1.1589  test_acc=43.70%  (2.89s)
[538/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.002  do=0.1  wd=0.001  test_rmse=3.0205  test_acc=0.00%  (4.08s)
[539/1000] deep4  hidden=512,256,128,64           bs=8192 lr=0.002  do=0.1  wd=0.0    test_rmse=3.0206  test_acc=0.00%  (4.11s)
[540/1000] deep3  hidden=512,256,128              bs=4096 lr=0.001  do=0.05 wd=0.0001 test_rmse=1.5737  test_acc=47.61%  (3.99s)
[541/1000] deep3  hidden=512,256,128              bs=4096 lr=0.003  do=0.05 wd=0.0    test_rmse=1.1219  test_acc=46.90%  (3.96s)
[542/1000] small2 hidden=128,64                   bs=4096 lr=0.002  do=0.2  wd=0.001  test_rmse=1.9784  test_acc=23.00%  (2.83s)
[543/1000] small2 hidden=128,64                   bs=4096 lr=0.004  do=0.0  wd=0.001  test_rmse=1.5432  test_acc=41.54%  (2.78s)
[544/1000] big3   hidden=1024,512,256             bs=2048 lr=0.003  do=0.1  wd=0.0001 test_rmse=0.7534  test_acc=66.87%  (5.47s)
[545/1000] deep4  hidden=512,256,128,64           bs=2048 lr=0.001  do=0.05 wd=0.0001 test_rmse=1.0583  test_acc=65.51%  (3.84s)
[546/1000] deep3  hidden=512,256,128              bs=1024 lr=0.001  do=0.0  wd=0.0001 test_rmse=0.8612  test_acc=72.11%  (3.39s)
[547/1000] big4   hidden=1024,512,256,128         bs=4096 lr=0.003  do=0.1  wd=0.001  test_rmse=1.4081  test_acc=44.78%  (5.98s)
[548/1000] big3   hidden=1024,512,256             bs=2048 lr=0.004  do=0.2  wd=0.001  test_rmse=0.6030  test_acc=71.44%  (5.51s)
[549/1000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.1  wd=0.001  test_rmse=1.0827  test_acc=59.08%  (2.38s)
[550/1000] base2  hidden=256,128                  bs=2048 lr=0.002  do=0.1  wd=0.0001 test_rmse=0.9987  test_acc=60.43%  (2.79s)
[551/1000] deep3  hidden=512,256,128              bs=2048 lr=0.001  do=0.1  wd=0.0    test_rmse=1.4213  test_acc=49.59%  (3.71s)
[552/1000] wide2  hidden=512,256                  bs=1024 lr=0.001  do=0.1  wd=0.001  test_rmse=0.8781  test_acc=73.49%  (3.46s)
[553/1000] wide2  hidden=512,256                  bs=1024 lr=0.0005 do=0.2  wd=0.0001 test_rmse=1.0881  test_acc=68.35%  (3.57s)
[554/1000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.2  wd=0.0001 test_rmse=0.8414  test_acc=72.65%  (2.69s)
[555/1000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.2  wd=0.001  test_rmse=0.7125  test_acc=69.27%  (2.39s)
[556/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.002  do=0.2  wd=0.001  test_rmse=2.1657  test_acc=25.42%  (5.67s)
[557/1000] small2 hidden=128,64                   bs=8192 lr=0.004  do=0.0  wd=0.001  test_rmse=2.9763  test_acc=0.00%  (2.84s)
[558/1000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=2.4350  test_acc=5.84%  (5.65s)
[559/1000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.6041  test_acc=58.29%  (5.61s)
